[rosmaster.main][INFO] 2020-03-16 14:20:51,376: initialization complete, waiting for shutdown
[rosmaster.main][INFO] 2020-03-16 14:20:51,376: Starting ROS Master Node
[rosmaster.master][INFO] 2020-03-16 14:20:52,025: +PARAM [/ariac/gantry/right_arm_controller/gains/right_elbow_joint/p] by /roslaunch
[rosmaster.master][INFO] 2020-03-16 14:20:52,025: +PARAM [/ariac/gantry/gantry_controller/constraints/torso_base_main_joint/trajectory] by /roslaunch
[rosmaster.master][INFO] 2020-03-16 14:20:52,025: +PARAM [/ariac/gantry/left_arm_controller/gains/left_wrist_3_joint/p] by /roslaunch
[rosmaster.master][INFO] 2020-03-16 14:20:52,025: +PARAM [/ariac/gantry/left_arm_controller/type] by /roslaunch
[rosmaster.master][INFO] 2020-03-16 14:20:52,025: +PARAM [/ariac/gantry/left_arm_controller/gains/left_wrist_3_joint/i] by /roslaunch
[rosmaster.master][INFO] 2020-03-16 14:20:52,025: +PARAM [/ariac/gantry/left_arm_controller/gains/left_wrist_3_joint/d] by /roslaunch
[rosmaster.master][INFO] 2020-03-16 14:20:52,025: +PARAM [/ariac/gantry/right_arm_controller/gains/right_shoulder_pan_joint/i_clamp] by /roslaunch
[rosmaster.master][INFO] 2020-03-16 14:20:52,025: +PARAM [/ariac/gantry/left_arm_controller/gains/left_wrist_3_joint/i_clamp] by /roslaunch
[rosmaster.master][INFO] 2020-03-16 14:20:52,025: +PARAM [/ariac/gantry/left_arm_controller/constraints/left_shoulder_lift_joint/trajectory] by /roslaunch
[rosmaster.master][INFO] 2020-03-16 14:20:52,025: +PARAM [/ariac/gantry/right_arm_controller/constraints/right_shoulder_lift_joint/trajectory] by /roslaunch
[rosmaster.master][INFO] 2020-03-16 14:20:52,026: +PARAM [/ariac/gantry/left_arm_controller/gains/left_shoulder_pan_joint/i_clamp] by /roslaunch
[rosmaster.master][INFO] 2020-03-16 14:20:52,026: +PARAM [/ariac/gantry/left_arm_controller/joints] by /roslaunch
[rosmaster.master][INFO] 2020-03-16 14:20:52,026: +PARAM [/ariac/gantry/right_arm_controller/constraints/right_shoulder_pan_joint/goal] by /roslaunch
[rosmaster.master][INFO] 2020-03-16 14:20:52,026: +PARAM [/ariac/gantry/left_arm_controller/gains/left_shoulder_pan_joint/d] by /roslaunch
[rosmaster.master][INFO] 2020-03-16 14:20:52,026: +PARAM [/ariac/gantry/left_arm_controller/constraints/left_shoulder_pan_joint/goal] by /roslaunch
[rosmaster.master][INFO] 2020-03-16 14:20:52,026: +PARAM [/ariac/gantry/left_arm_controller/gains/left_shoulder_pan_joint/i] by /roslaunch
[rosmaster.master][INFO] 2020-03-16 14:20:52,026: +PARAM [/ariac/gantry/left_arm_controller/gains/left_shoulder_pan_joint/p] by /roslaunch
[rosmaster.master][INFO] 2020-03-16 14:20:52,026: +PARAM [/ariac/gantry/right_arm_controller/constraints/right_elbow_joint/trajectory] by /roslaunch
[rosmaster.master][INFO] 2020-03-16 14:20:52,026: +PARAM [/ariac/gantry/left_arm_controller/constraints/left_elbow_joint/trajectory] by /roslaunch
[rosmaster.master][INFO] 2020-03-16 14:20:52,026: +PARAM [/ariac/gantry/joint_state_controller/type] by /roslaunch
[rosmaster.master][INFO] 2020-03-16 14:20:52,026: +PARAM [/ariac/gantry/right_arm_controller/gains/right_shoulder_pan_joint/d] by /roslaunch
[rosmaster.master][INFO] 2020-03-16 14:20:52,026: +PARAM [/ariac/gantry/right_arm_controller/state_publish_rate] by /roslaunch
[rosmaster.master][INFO] 2020-03-16 14:20:52,026: +PARAM [/ariac/gantry/gantry_controller/gains/torso_rail_joint/i] by /roslaunch
[rosmaster.master][INFO] 2020-03-16 14:20:52,026: +PARAM [/ariac/gantry/right_arm_controller/gains/right_wrist_3_joint/p] by /roslaunch
[rosmaster.master][INFO] 2020-03-16 14:20:52,026: +PARAM [/ariac/gantry/right_arm_controller/gains/right_shoulder_pan_joint/i] by /roslaunch
[rosmaster.master][INFO] 2020-03-16 14:20:52,027: +PARAM [/ariac/gantry/gantry_controller/constraints/small_long_joint/goal] by /roslaunch
[rosmaster.master][INFO] 2020-03-16 14:20:52,027: +PARAM [/ariac/gantry/right_arm_controller/gains/right_shoulder_pan_joint/p] by /roslaunch
[rosmaster.master][INFO] 2020-03-16 14:20:52,027: +PARAM [/ariac/gantry/right_arm_controller/gains/right_wrist_3_joint/i] by /roslaunch
[rosmaster.master][INFO] 2020-03-16 14:20:52,027: +PARAM [/ariac/gantry/right_arm_controller/gains/right_wrist_3_joint/d] by /roslaunch
[rosmaster.master][INFO] 2020-03-16 14:20:52,027: +PARAM [/ariac/gantry/gantry_controller/gains/torso_rail_joint/d] by /roslaunch
[rosmaster.master][INFO] 2020-03-16 14:20:52,027: +PARAM [/ariac/gantry/left_arm_controller/state_publish_rate] by /roslaunch
[rosmaster.master][INFO] 2020-03-16 14:20:52,027: +PARAM [/rosdistro] by /roslaunch
[rosmaster.master][INFO] 2020-03-16 14:20:52,027: +PARAM [/ariac/gantry/left_arm_controller/gains/left_wrist_2_joint/d] by /roslaunch
[rosmaster.master][INFO] 2020-03-16 14:20:52,027: +PARAM [/ariac/gantry/left_arm_controller/gains/left_wrist_2_joint/i] by /roslaunch
[rosmaster.master][INFO] 2020-03-16 14:20:52,027: +PARAM [/sensors_description] by /roslaunch
[rosmaster.master][INFO] 2020-03-16 14:20:52,027: +PARAM [/ariac/gantry/left_arm_controller/gains/left_wrist_2_joint/p] by /roslaunch
[rosmaster.master][INFO] 2020-03-16 14:20:52,027: +PARAM [/ariac/gantry/gantry_controller/gains/torso_rail_joint/p] by /roslaunch
[rosmaster.master][INFO] 2020-03-16 14:20:52,027: +PARAM [/ariac/gantry/left_arm_controller/gains/left_wrist_1_joint/p] by /roslaunch
[rosmaster.master][INFO] 2020-03-16 14:20:52,027: +PARAM [/ariac/gantry/gantry_controller/gains/torso_base_main_joint/i] by /roslaunch
[rosmaster.master][INFO] 2020-03-16 14:20:52,027: +PARAM [/ariac/gantry/right_arm_controller/gains/right_shoulder_lift_joint/i_clamp] by /roslaunch
[rosmaster.master][INFO] 2020-03-16 14:20:52,028: +PARAM [/ariac/gantry/left_arm_controller/gains/left_wrist_2_joint/i_clamp] by /roslaunch
[rosmaster.master][INFO] 2020-03-16 14:20:52,028: +PARAM [/ariac/gantry/left_arm_controller/gains/left_elbow_joint/i_clamp] by /roslaunch
[rosmaster.master][INFO] 2020-03-16 14:20:52,028: +PARAM [/ariac/gantry/right_arm_controller/constraints/right_wrist_2_joint/goal] by /roslaunch
[rosmaster.master][INFO] 2020-03-16 14:20:52,028: +PARAM [/ariac/gantry/gantry_controller/gains/torso_base_main_joint/d] by /roslaunch
[rosmaster.master][INFO] 2020-03-16 14:20:52,028: +PARAM [/ariac/gantry/gantry_controller/joints] by /roslaunch
[rosmaster.master][INFO] 2020-03-16 14:20:52,028: +PARAM [/ariac/gantry/right_arm_controller/constraints/stopped_velocity_tolerance] by /roslaunch
[rosmaster.master][INFO] 2020-03-16 14:20:52,028: +PARAM [/ariac/gantry/gantry_controller/gains/torso_base_main_joint/p] by /roslaunch
[rosmaster.master][INFO] 2020-03-16 14:20:52,028: +PARAM [/ariac/gantry/gantry_controller/constraints/torso_rail_joint/goal] by /roslaunch
[rosmaster.master][INFO] 2020-03-16 14:20:52,028: +PARAM [/ariac/gantry/gantry_controller/gains/small_long_joint/d] by /roslaunch
[rosmaster.master][INFO] 2020-03-16 14:20:52,028: +PARAM [/ariac/gantry/right_arm_controller/gains/right_wrist_1_joint/i] by /roslaunch
[rosmaster.master][INFO] 2020-03-16 14:20:52,028: +PARAM [/ariac/gantry/left_arm_controller/gains/left_elbow_joint/d] by /roslaunch
[rosmaster.master][INFO] 2020-03-16 14:20:52,028: +PARAM [/ariac/gantry/left_arm_controller/constraints/left_shoulder_lift_joint/goal] by /roslaunch
[rosmaster.master][INFO] 2020-03-16 14:20:52,028: +PARAM [/ariac/gantry/left_arm_controller/gains/left_elbow_joint/i] by /roslaunch
[rosmaster.master][INFO] 2020-03-16 14:20:52,028: +PARAM [/ariac/gantry/right_arm_controller/constraints/right_wrist_3_joint/goal] by /roslaunch
[rosmaster.master][INFO] 2020-03-16 14:20:52,028: +PARAM [/ariac/gantry/gantry_controller/gains/small_long_joint/i] by /roslaunch
[rosmaster.master][INFO] 2020-03-16 14:20:52,028: +PARAM [/ariac/gantry/left_arm_controller/constraints/left_wrist_3_joint/goal] by /roslaunch
[rosmaster.master][INFO] 2020-03-16 14:20:52,029: +PARAM [/ariac/gantry/right_arm_controller/constraints/right_shoulder_lift_joint/goal] by /roslaunch
[rosmaster.master][INFO] 2020-03-16 14:20:52,029: +PARAM [/ariac/gantry/left_arm_controller/gains/left_elbow_joint/p] by /roslaunch
[rosmaster.master][INFO] 2020-03-16 14:20:52,029: +PARAM [/ariac/gantry/gantry_controller/gains/small_long_joint/p] by /roslaunch
[rosmaster.master][INFO] 2020-03-16 14:20:52,029: +PARAM [/ariac/gantry/right_arm_controller/constraints/goal_time] by /roslaunch
[rosmaster.master][INFO] 2020-03-16 14:20:52,029: +PARAM [/ariac/gantry/gantry_controller/constraints/torso_base_main_joint/goal] by /roslaunch
[rosmaster.master][INFO] 2020-03-16 14:20:52,029: +PARAM [/ariac/gantry/left_arm_controller/constraints/goal_time] by /roslaunch
[rosmaster.master][INFO] 2020-03-16 14:20:52,029: +PARAM [/ariac/gantry/gantry_controller/constraints/torso_rail_joint/trajectory] by /roslaunch
[rosmaster.master][INFO] 2020-03-16 14:20:52,029: +PARAM [/ariac/gantry/robot_description] by /roslaunch
[rosmaster.master][INFO] 2020-03-16 14:20:52,029: +PARAM [/ariac/gantry/gantry_controller/state_publish_rate] by /roslaunch
[rosmaster.master][INFO] 2020-03-16 14:20:52,029: +PARAM [/ariac/gantry/right_arm_controller/gains/right_wrist_2_joint/i_clamp] by /roslaunch
[rosmaster.master][INFO] 2020-03-16 14:20:52,029: +PARAM [/ariac/gantry/gantry_controller/gains/torso_rail_joint/i_clamp] by /roslaunch
[rosmaster.master][INFO] 2020-03-16 14:20:52,029: +PARAM [/ariac/gantry/left_arm_controller/constraints/left_wrist_3_joint/trajectory] by /roslaunch
[rosmaster.master][INFO] 2020-03-16 14:20:52,029: +PARAM [/ariac/gantry/right_arm_controller/constraints/right_wrist_3_joint/trajectory] by /roslaunch
[rosmaster.master][INFO] 2020-03-16 14:20:52,029: +PARAM [/ariac/gantry/right_arm_controller/constraints/right_elbow_joint/goal] by /roslaunch
[rosmaster.master][INFO] 2020-03-16 14:20:52,029: +PARAM [/ariac/gantry/left_arm_controller/constraints/left_elbow_joint/goal] by /roslaunch
[rosmaster.master][INFO] 2020-03-16 14:20:52,030: +PARAM [/ariac/gantry/right_arm_controller/gains/right_shoulder_lift_joint/p] by /roslaunch
[rosmaster.master][INFO] 2020-03-16 14:20:52,030: +PARAM [/ariac/gantry/right_arm_controller/gains/right_shoulder_lift_joint/i] by /roslaunch
[rosmaster.master][INFO] 2020-03-16 14:20:52,030: +PARAM [/ariac/gantry/left_arm_controller/constraints/left_wrist_2_joint/goal] by /roslaunch
[rosmaster.master][INFO] 2020-03-16 14:20:52,030: +PARAM [/ariac/gantry/right_arm_controller/gains/right_shoulder_lift_joint/d] by /roslaunch
[rosmaster.master][INFO] 2020-03-16 14:20:52,030: +PARAM [/ariac/gantry/left_arm_controller/constraints/left_wrist_1_joint/goal] by /roslaunch
[rosmaster.master][INFO] 2020-03-16 14:20:52,030: +PARAM [/ariac/gantry/right_arm_controller/constraints/right_wrist_1_joint/goal] by /roslaunch
[rosmaster.master][INFO] 2020-03-16 14:20:52,030: +PARAM [/ariac/gantry/right_arm_controller/type] by /roslaunch
[rosmaster.master][INFO] 2020-03-16 14:20:52,030: +PARAM [/ariac/gantry/right_arm_controller/gains/right_elbow_joint/i_clamp] by /roslaunch
[rosmaster.master][INFO] 2020-03-16 14:20:52,030: +PARAM [/gazebo/enable_ros_network] by /roslaunch
[rosmaster.master][INFO] 2020-03-16 14:20:52,030: +PARAM [/ariac/gantry/gantry_controller/constraints/stopped_velocity_tolerance] by /roslaunch
[rosmaster.master][INFO] 2020-03-16 14:20:52,030: +PARAM [/ariac/gantry/gantry_controller/constraints/small_long_joint/trajectory] by /roslaunch
[rosmaster.master][INFO] 2020-03-16 14:20:52,030: +PARAM [/ariac/gantry/right_arm_controller/action_monitor_rate] by /roslaunch
[rosmaster.master][INFO] 2020-03-16 14:20:52,030: +PARAM [/ariac/gantry/right_arm_controller/joints] by /roslaunch
[rosmaster.master][INFO] 2020-03-16 14:20:52,030: +PARAM [/ariac/gantry/right_arm_controller/gains/right_wrist_2_joint/d] by /roslaunch
[rosmaster.master][INFO] 2020-03-16 14:20:52,030: +PARAM [/ariac/gantry/right_arm_controller/gains/right_wrist_2_joint/i] by /roslaunch
[rosmaster.master][INFO] 2020-03-16 14:20:52,030: +PARAM [/ariac/gantry/right_arm_controller/gains/right_wrist_2_joint/p] by /roslaunch
[rosmaster.master][INFO] 2020-03-16 14:20:52,031: +PARAM [/ariac/gantry/gantry_controller/gains/small_long_joint/i_clamp] by /roslaunch
[rosmaster.master][INFO] 2020-03-16 14:20:52,031: +PARAM [/ariac/gantry/left_arm_controller/gains/left_wrist_1_joint/d] by /roslaunch
[rosmaster.master][INFO] 2020-03-16 14:20:52,031: +PARAM [/ariac/gantry/right_arm_controller/gains/right_wrist_3_joint/i_clamp] by /roslaunch
[rosmaster.master][INFO] 2020-03-16 14:20:52,031: +PARAM [/ariac/gantry/left_arm_controller/gains/left_wrist_1_joint/i] by /roslaunch
[rosmaster.master][INFO] 2020-03-16 14:20:52,031: +PARAM [/ariac/gantry/left_arm_controller/gains/left_shoulder_lift_joint/p] by /roslaunch
[rosmaster.master][INFO] 2020-03-16 14:20:52,031: +PARAM [/rosversion] by /roslaunch
[rosmaster.master][INFO] 2020-03-16 14:20:52,031: +PARAM [/ariac/gantry/left_arm_controller/gains/left_shoulder_lift_joint/i] by /roslaunch
[rosmaster.master][INFO] 2020-03-16 14:20:52,031: +PARAM [/sensors_tf_publisher/tf_prefix] by /roslaunch
[rosmaster.master][INFO] 2020-03-16 14:20:52,031: +PARAM [/sensors_tf_publisher/publish_frequency] by /roslaunch
[rosmaster.master][INFO] 2020-03-16 14:20:52,031: +PARAM [/ariac/gantry/gantry_controller/action_monitor_rate] by /roslaunch
[rosmaster.master][INFO] 2020-03-16 14:20:52,031: +PARAM [/ariac/gantry/gantry_controller/stop_trajectory_duration] by /roslaunch
[rosmaster.master][INFO] 2020-03-16 14:20:52,031: +PARAM [/ariac/gantry/left_arm_controller/gains/left_shoulder_lift_joint/d] by /roslaunch
[rosmaster.master][INFO] 2020-03-16 14:20:52,031: +PARAM [/ariac/gantry/left_arm_controller/constraints/left_wrist_1_joint/trajectory] by /roslaunch
[rosmaster.master][INFO] 2020-03-16 14:20:52,031: +PARAM [/ariac/gantry/right_arm_controller/gains/right_wrist_1_joint/i_clamp] by /roslaunch
[rosmaster.master][INFO] 2020-03-16 14:20:52,031: +PARAM [/ariac/gantry/right_arm_controller/constraints/right_wrist_1_joint/trajectory] by /roslaunch
[rosmaster.master][INFO] 2020-03-16 14:20:52,031: +PARAM [/ariac/gantry/joint_state_controller/publish_rate] by /roslaunch
[rosmaster.master][INFO] 2020-03-16 14:20:52,032: +PARAM [/ariac/gantry/gantry_controller/type] by /roslaunch
[rosmaster.master][INFO] 2020-03-16 14:20:52,032: +PARAM [/ariac/gantry/left_arm_controller/action_monitor_rate] by /roslaunch
[rosmaster.master][INFO] 2020-03-16 14:20:52,141: +SERVICE [/rosout/get_loggers] /rosout http://172.18.0.22:44851/
[rosmaster.master][INFO] 2020-03-16 14:20:52,142: +SERVICE [/rosout/set_logger_level] /rosout http://172.18.0.22:44851/
[rosmaster.master][INFO] 2020-03-16 14:20:52,144: +SUB [/clock] /rosout http://172.18.0.22:44851/
[rosmaster.master][INFO] 2020-03-16 14:20:52,145: +PUB [/rosout_agg] /rosout http://172.18.0.22:44851/
[rosmaster.master][INFO] 2020-03-16 14:20:52,146: +SUB [/rosout] /rosout http://172.18.0.22:44851/
[rosmaster.master][INFO] 2020-03-16 14:20:53,797: +PUB [/rosout] /sensors_tf_publisher http://172.18.0.22:36661/
[rosmaster.master][INFO] 2020-03-16 14:20:53,797: +SERVICE [/sensors_tf_publisher/get_loggers] /sensors_tf_publisher http://172.18.0.22:36661/
[rosmaster.master][INFO] 2020-03-16 14:20:53,797: +SERVICE [/sensors_tf_publisher/set_logger_level] /sensors_tf_publisher http://172.18.0.22:36661/
[rosmaster.master][INFO] 2020-03-16 14:20:53,800: +SUB [/clock] /sensors_tf_publisher http://172.18.0.22:36661/
[rosmaster.master][INFO] 2020-03-16 14:20:53,829: +PUB [/tf] /sensors_tf_publisher http://172.18.0.22:36661/
[rosmaster.master][INFO] 2020-03-16 14:20:53,829: +PUB [/tf_static] /sensors_tf_publisher http://172.18.0.22:36661/
[rosmaster.master][INFO] 2020-03-16 14:20:53,833: +SUB [/joint_states] /sensors_tf_publisher http://172.18.0.22:36661/
[rosmaster.master][INFO] 2020-03-16 14:20:53,880: publisherUpdate[/rosout] -> http://172.18.0.22:44851/ ['http://172.18.0.22:36661/']
[rosmaster.master][INFO] 2020-03-16 14:20:53,899: publisherUpdate[/rosout] -> http://172.18.0.22:44851/ ['http://172.18.0.22:36661/']: sec=0.02, result=[1, '', 0]
[rosmaster.master][INFO] 2020-03-16 14:20:54,720: +PUB [/rosout] /ariac/gantry/joint_state_controller_spawner http://172.18.0.22:44251/
[rosmaster.master][INFO] 2020-03-16 14:20:54,723: +SUB [/clock] /ariac/gantry/joint_state_controller_spawner http://172.18.0.22:44251/
[rosmaster.master][INFO] 2020-03-16 14:20:54,724: +SERVICE [/ariac/gantry/joint_state_controller_spawner/get_loggers] /ariac/gantry/joint_state_controller_spawner http://172.18.0.22:44251/
[rosmaster.master][INFO] 2020-03-16 14:20:54,725: +SERVICE [/ariac/gantry/joint_state_controller_spawner/set_logger_level] /ariac/gantry/joint_state_controller_spawner http://172.18.0.22:44251/
[rosmaster.master][INFO] 2020-03-16 14:20:54,782: publisherUpdate[/rosout] -> http://172.18.0.22:44851/ ['http://172.18.0.22:36661/', 'http://172.18.0.22:44251/']
[rosmaster.master][INFO] 2020-03-16 14:20:54,782: publisherUpdate[/rosout] -> http://172.18.0.22:44851/ ['http://172.18.0.22:36661/', 'http://172.18.0.22:44251/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2020-03-16 14:20:54,847: +PUB [/rosout] /ariac/gantry/robot_state_publisher http://172.18.0.22:43447/
[rosmaster.master][INFO] 2020-03-16 14:20:54,848: +SERVICE [/ariac/gantry/robot_state_publisher/get_loggers] /ariac/gantry/robot_state_publisher http://172.18.0.22:43447/
[rosmaster.master][INFO] 2020-03-16 14:20:54,848: +SERVICE [/ariac/gantry/robot_state_publisher/set_logger_level] /ariac/gantry/robot_state_publisher http://172.18.0.22:43447/
[rosmaster.master][INFO] 2020-03-16 14:20:54,850: +SUB [/clock] /ariac/gantry/robot_state_publisher http://172.18.0.22:43447/
[rosmaster.master][INFO] 2020-03-16 14:20:54,853: +PUB [/tf] /ariac/gantry/robot_state_publisher http://172.18.0.22:43447/
[rosmaster.master][INFO] 2020-03-16 14:20:54,853: +PUB [/tf_static] /ariac/gantry/robot_state_publisher http://172.18.0.22:43447/
[rosmaster.master][INFO] 2020-03-16 14:20:54,856: +SUB [/ariac/gantry/joint_states] /ariac/gantry/robot_state_publisher http://172.18.0.22:43447/
[rosmaster.master][INFO] 2020-03-16 14:20:54,882: publisherUpdate[/rosout] -> http://172.18.0.22:44851/ ['http://172.18.0.22:36661/', 'http://172.18.0.22:44251/', 'http://172.18.0.22:43447/']
[rosmaster.master][INFO] 2020-03-16 14:20:54,883: publisherUpdate[/rosout] -> http://172.18.0.22:44851/ ['http://172.18.0.22:36661/', 'http://172.18.0.22:44251/', 'http://172.18.0.22:43447/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2020-03-16 14:20:56,002: +PUB [/rosout] /ariac/gantry/gantry_controller_spawner http://172.18.0.22:43123/
[rosmaster.master][INFO] 2020-03-16 14:20:56,002: publisherUpdate[/rosout] -> http://172.18.0.22:44851/ ['http://172.18.0.22:36661/', 'http://172.18.0.22:44251/', 'http://172.18.0.22:43447/', 'http://172.18.0.22:43123/']
[rosmaster.master][INFO] 2020-03-16 14:20:56,003: publisherUpdate[/rosout] -> http://172.18.0.22:44851/ ['http://172.18.0.22:36661/', 'http://172.18.0.22:44251/', 'http://172.18.0.22:43447/', 'http://172.18.0.22:43123/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2020-03-16 14:20:56,005: +SUB [/clock] /ariac/gantry/gantry_controller_spawner http://172.18.0.22:43123/
[rosmaster.master][INFO] 2020-03-16 14:20:56,006: +SERVICE [/ariac/gantry/gantry_controller_spawner/get_loggers] /ariac/gantry/gantry_controller_spawner http://172.18.0.22:43123/
[rosmaster.master][INFO] 2020-03-16 14:20:56,007: +SERVICE [/ariac/gantry/gantry_controller_spawner/set_logger_level] /ariac/gantry/gantry_controller_spawner http://172.18.0.22:43123/
[rosmaster.master][INFO] 2020-03-16 14:20:56,846: +PUB [/rosout] /spawn_gazebo_sensors http://172.18.0.22:44595/
[rosmaster.master][INFO] 2020-03-16 14:20:56,848: +PUB [/rosout] /ariac/gantry/gantry_spawner http://172.18.0.22:44573/
[rosmaster.master][INFO] 2020-03-16 14:20:56,858: +SUB [/clock] /spawn_gazebo_sensors http://172.18.0.22:44595/
[rosmaster.master][INFO] 2020-03-16 14:20:56,860: +SUB [/clock] /ariac/gantry/gantry_spawner http://172.18.0.22:44573/
[rosmaster.master][INFO] 2020-03-16 14:20:56,863: +SERVICE [/spawn_gazebo_sensors/get_loggers] /spawn_gazebo_sensors http://172.18.0.22:44595/
[rosmaster.master][INFO] 2020-03-16 14:20:56,866: +SERVICE [/ariac/gantry/gantry_spawner/get_loggers] /ariac/gantry/gantry_spawner http://172.18.0.22:44573/
[rosmaster.master][INFO] 2020-03-16 14:20:56,868: +SERVICE [/spawn_gazebo_sensors/set_logger_level] /spawn_gazebo_sensors http://172.18.0.22:44595/
[rosmaster.master][INFO] 2020-03-16 14:20:56,871: +SERVICE [/ariac/gantry/gantry_spawner/set_logger_level] /ariac/gantry/gantry_spawner http://172.18.0.22:44573/
[rosmaster.master][INFO] 2020-03-16 14:20:56,885: publisherUpdate[/rosout] -> http://172.18.0.22:44851/ ['http://172.18.0.22:36661/', 'http://172.18.0.22:44251/', 'http://172.18.0.22:43447/', 'http://172.18.0.22:43123/', 'http://172.18.0.22:44595/']
[rosmaster.master][INFO] 2020-03-16 14:20:56,887: publisherUpdate[/rosout] -> http://172.18.0.22:44851/ ['http://172.18.0.22:36661/', 'http://172.18.0.22:44251/', 'http://172.18.0.22:43447/', 'http://172.18.0.22:43123/', 'http://172.18.0.22:44595/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2020-03-16 14:20:56,888: publisherUpdate[/rosout] -> http://172.18.0.22:44851/ ['http://172.18.0.22:36661/', 'http://172.18.0.22:44251/', 'http://172.18.0.22:43447/', 'http://172.18.0.22:43123/', 'http://172.18.0.22:44595/', 'http://172.18.0.22:44573/']
[rosmaster.master][INFO] 2020-03-16 14:20:56,889: publisherUpdate[/rosout] -> http://172.18.0.22:44851/ ['http://172.18.0.22:36661/', 'http://172.18.0.22:44251/', 'http://172.18.0.22:43447/', 'http://172.18.0.22:43123/', 'http://172.18.0.22:44595/', 'http://172.18.0.22:44573/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2020-03-16 14:20:59,370: +PUB [/rosout] /gazebo http://172.18.0.22:33789/
[rosmaster.master][INFO] 2020-03-16 14:20:59,372: +SERVICE [/gazebo/get_loggers] /gazebo http://172.18.0.22:33789/
[rosmaster.master][INFO] 2020-03-16 14:20:59,373: +SERVICE [/gazebo/set_logger_level] /gazebo http://172.18.0.22:33789/
[rosmaster.master][INFO] 2020-03-16 14:20:59,382: +SUB [/clock] /gazebo http://172.18.0.22:33789/
[rosmaster.master][INFO] 2020-03-16 14:20:59,390: publisherUpdate[/rosout] -> http://172.18.0.22:44851/ ['http://172.18.0.22:36661/', 'http://172.18.0.22:44251/', 'http://172.18.0.22:43447/', 'http://172.18.0.22:43123/', 'http://172.18.0.22:44595/', 'http://172.18.0.22:44573/', 'http://172.18.0.22:33789/']
